iter	Passed	Remaining
483	1567	1671
484	1570	1667
485	1573	1664
486	1576	1660
487	1580	1657
488	1583	1654
489	1586	1650
490	1588	1647
491	1592	1643
492	1594	1640
493	1597	1635
494	1599	1632
495	1602	1628
496	1605	1624
497	1607	1620
498	1610	1616
499	1612	1612
500	1614	1607
501	1616	1603
502	1618	1599
503	1621	1595
504	1623	1591
505	1625	1587
506	1627	1582
507	1630	1579
508	1632	1574
509	1635	1570
510	1637	1567
511	1639	1562
512	1642	1558
513	1644	1554
514	1646	1550
515	1649	1547
516	1651	1543
517	1654	1539
518	1657	1535
519	1660	1532
520	1662	1528
521	1665	1524
522	1667	1520
523	1670	1517
524	1672	1513
525	1674	1509
526	1677	1505
527	1680	1501
528	1682	1498
529	1685	1494
530	1687	1490
531	1690	1486
532	1692	1483
533	1695	1479
534	1698	1475
535	1700	1472
536	1702	1468
537	1705	1464
538	1707	1460
539	1710	1456
540	1712	1452
541	1715	1449
542	1718	1446
543	1720	1442
544	1723	1438
545	1725	1435
546	1728	1431
547	1730	1427
548	1732	1423
549	1735	1419
550	1737	1415
551	1739	1411
552	1742	1408
553	1744	1404
554	1745	1399
555	1748	1395
556	1750	1392
557	1752	1388
558	1755	1384
559	1757	1381
560	1759	1377
561	1762	1373
562	1764	1369
563	1767	1366
564	1769	1362
565	1771	1358
566	1773	1354
567	1776	1351
568	1778	1347
569	1781	1343
570	1783	1340
571	1787	1337
572	1789	1333
573	1792	1330
574	1795	1326
575	1797	1323
576	1800	1320
577	1803	1316
578	1806	1313
579	1808	1309
580	1811	1306
581	1814	1302
582	1817	1299
583	1819	1296
584	1822	1293
585	1825	1289
586	1827	1285
587	1830	1282
588	1832	1278
589	1835	1275
590	1838	1272
591	1841	1269
592	1844	1266
593	1847	1262
594	1850	1259
595	1852	1255
596	1854	1252
597	1857	1248
598	1859	1244
599	1862	1241
600	1864	1238
601	1868	1235
602	1870	1231
603	1872	1227
604	1875	1224
605	1877	1221
606	1880	1217
607	1883	1214
608	1886	1211
609	1889	1207
610	1891	1204
611	1894	1201
612	1896	1197
613	1899	1194
614	1902	1190
615	1905	1187
616	1908	1184
617	1910	1181
618	1913	1177
619	1916	1174
620	1920	1172
621	1923	1169
622	1927	1166
623	1930	1163
624	1934	1160
625	1937	1157
626	1940	1154
627	1943	1151
628	1947	1148
629	1950	1145
630	1954	1143
631	1958	1140
632	1960	1136
633	1963	1133
634	1967	1130
635	1970	1127
636	1973	1124
637	1976	1121
638	1980	1118
639	1983	1115
640	1987	1112
641	1990	1109
642	1993	1106
643	1996	1103
644	2000	1100
645	2003	1097
646	2007	1095
647	2011	1092
648	2014	1089
649	2018	1086
650	2021	1083
651	2024	1080
652	2027	1077
653	2031	1074
654	2035	1071
655	2038	1069
656	2041	1065
657	2044	1062
658	2047	1059
659	2051	1056
660	2054	1053
661	2057	1050
662	2060	1047
663	2063	1044
664	2067	1041
665	2070	1038
666	2073	1035
667	2076	1031
668	2079	1028
669	2082	1025
670	2085	1022
671	2088	1019
672	2091	1016
673	2094	1013
674	2097	1009
675	2099	1006
676	2102	1003
677	2105	1000
678	2108	996
679	2111	993
680	2114	990
681	2117	987
682	2120	984
683	2124	981
684	2127	978
685	2130	975
686	2133	972
687	2136	968
688	2138	965
689	2141	962
690	2143	958
691	2146	955
692	2149	952
693	2152	948
694	2154	945
695	2157	942
696	2159	938
697	2162	935
698	2164	932
699	2167	928
700	2170	925
701	2173	922
702	2176	919
703	2179	916
704	2182	913
705	2185	910
706	2188	906
707	2190	903
708	2192	900
709	2195	896
710	2197	893
711	2199	889
712	2202	886
713	2204	883
714	2207	879
715	2209	876
716	2211	872
717	2214	869
718	2216	866
719	2219	862
720	2221	859
721	2223	855
722	2225	852
723	2227	849
724	2229	845
725	2232	842
726	2234	839
727	2236	835
728	2239	832
729	2241	828
730	2243	825
731	2245	822
732	2247	818
733	2249	815
734	2251	811
735	2254	808
736	2257	805
737	2259	802
738	2262	799
739	2265	795
740	2268	792
741	2270	789
742	2273	786
743	2275	783
744	2278	779
745	2283	777
746	2285	774
747	2288	770
748	2290	767
749	2293	764
750	2295	761
751	2297	757
752	2299	754
753	2301	750
754	2303	747
755	2305	744
756	2308	740
757	2309	737
758	2312	734
759	2314	730
760	2316	727
761	2318	724
762	2320	720
763	2322	717
764	2325	714
765	2327	710
766	2329	707
767	2331	704
768	2333	700
769	2335	697
770	2337	694
771	2339	690
772	2341	687
773	2344	684
774	2346	681
775	2348	677
776	2350	674
777	2352	671
778	2354	668
779	2357	664
780	2359	661
781	2361	658
782	2363	655
783	2366	651
784	2369	648
785	2372	645
786	2375	643
787	2378	639
788	2380	636
789	2383	633
790	2385	630
791	2387	627
792	2389	623
793	2391	620
794	2393	617
795	2396	614
796	2399	611
797	2401	607
798	2403	604
799	2405	601
800	2407	598
801	2409	594
802	2412	591
803	2414	588
804	2416	585
805	2418	582
806	2421	579
807	2423	575
808	2426	572
809	2428	569
810	2431	566
811	2433	563
812	2435	560
813	2438	557
814	2440	554
815	2443	550
816	2445	547
817	2447	544
818	2449	541
819	2451	538
820	2453	534
821	2455	531
822	2457	528
823	2459	525
824	2461	522
825	2463	518
826	2466	515
827	2468	512
828	2471	509
829	2473	506
830	2476	503
831	2478	500
832	2480	497
833	2482	494
834	2484	490
835	2486	487
836	2488	484
837	2490	481
838	2492	478
839	2494	475
840	2497	472
841	2499	469
842	2502	466
843	2504	462
844	2506	459
845	2508	456
846	2510	453
847	2512	450
848	2515	447
849	2517	444
850	2519	441
851	2522	438
852	2525	435
853	2528	432
854	2530	429
855	2532	426
856	2534	422
857	2536	419
858	2538	416
859	2540	413
860	2542	410
861	2544	407
862	2546	404
863	2548	401
864	2550	398
865	2553	395
866	2555	391
867	2557	388
868	2559	385
869	2562	382
870	2564	379
871	2567	376
872	2569	373
873	2572	370
874	2574	367
875	2576	364
876	2579	361
877	2581	358
878	2584	355
879	2587	352
880	2589	349
881	2591	346
882	2593	343
883	2595	340
884	2598	337
885	2600	334
886	2602	331
887	2604	328
888	2606	325
889	2608	322
890	2610	319
891	2612	316
892	2614	313
893	2616	310
894	2618	307
895	2620	304
896	2623	301
897	2624	298
898	2626	295
899	2629	292
900	2631	289
901	2633	286
902	2635	283
903	2637	280
904	2639	277
905	2642	274
906	2644	271
907	2646	268
908	2649	265
909	2651	262
910	2654	259
911	2657	256
912	2660	253
913	2663	250
914	2665	247
915	2667	244
916	2669	241
917	2672	238
918	2674	235
919	2677	232
920	2679	229
921	2681	226
922	2683	223
923	2685	220
924	2688	217
925	2690	215
926	2692	212
927	2694	209
928	2697	206
929	2699	203
930	2701	200
931	2704	197
932	2705	194
933	2707	191
934	2709	188
935	2711	185
936	2714	182
937	2716	179
938	2719	176
939	2721	173
940	2724	170
941	2727	167
942	2730	165
943	2732	162
944	2735	159
945	2738	156
946	2741	153
947	2744	150
948	2747	147
949	2750	144
950	2752	141
951	2755	138
952	2757	135
953	2759	133
954	2761	130
955	2764	127
956	2767	124
957	2769	121
958	2771	118
959	2774	115
960	2776	112
961	2779	109
962	2781	106
963	2783	103
964	2785	101
965	2787	98
966	2789	95
967	2791	92
968	2793	89
969	2795	86
970	2798	83
971	2800	80
972	2801	77
973	2803	74
974	2805	71
975	2808	69
976	2810	66
977	2812	63
978	2814	60
979	2816	57
980	2818	54
981	2820	51
982	2823	48
983	2825	45
984	2827	43
985	2829	40
986	2831	37
987	2833	34
988	2834	31
989	2837	28
990	2840	25
991	2842	22
992	2845	20
993	2847	17
994	2850	14
995	2852	11
996	2855	8
997	2857	5
998	2860	2
999	2862	0
